entry_type,pnl_pts,pnl_cash,bars_held,mfe,mae
EARLY_BREAKOUT,-8.7,-1739.9999999999998,7,1.0,-36.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,5,3.0,-18.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,10,14.0,-14.0
EARLY_BREAKOUT,6.8999999999999995,1380.0,6,25.0,-5.0
CONFIRMED_BREAKOUT,-28.0,-5600.0,1,1.0,-52.0
CONFIRMED_BREAKOUT,60.0,12000.0,5,67.0,-22.0
CONFIRMED_BREAKOUT,37.0,7400.0,6,39.0,-22.0
CONFIRMED_BREAKOUT,50.0,10000.0,33,56.0,-34.0
CONFIRMED_BREAKOUT,46.0,9200.0,54,48.0,-36.0
EARLY_BREAKOUT,-4.8,-960.0,3,11.0,-21.0
EARLY_BREAKOUT,6.0,1200.0,46,24.0,-11.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,3,3.0,-14.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,1,6.0,-30.0
EARLY_BREAKOUT,15.0,3000.0,17,56.0,-11.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,10,4.0,-25.0
CONFIRMED_BREAKOUT,81.0,16200.0,1,106.0,-15.0
EARLY_BREAKOUT,-12.299999999999999,-2460.0,65,39.0,-44.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,5,25.0,-41.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,2,14.0,-27.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,10,16.0,-15.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,4,1.0,-12.0
EARLY_BREAKOUT,-3.3,-660.0,34,23.0,-13.0
EARLY_BREAKOUT,16.8,3360.0,5,72.0,-23.0
CONFIRMED_BREAKOUT,53.0,10600.0,52,57.0,-23.0
CONFIRMED_BREAKOUT,51.0,10200.0,13,66.0,-75.0
CONFIRMED_BREAKOUT,36.0,7200.0,14,41.0,-29.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,33,21.0,-29.0
EARLY_BREAKOUT,-4.2,-840.0,40,19.0,-17.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,3,2.0,-18.0
CONFIRMED_BREAKOUT,82.0,16400.0,199,85.0,-38.0
CONFIRMED_BREAKOUT,-9.0,-1800.0,20,9.0,-11.0
CONFIRMED_BREAKOUT,27.0,5400.0,4,34.0,-13.0
EARLY_BREAKOUT,-8.4,-1680.0,9,10.0,-33.0
CONFIRMED_BREAKOUT,67.0,13400.0,12,87.0,-23.0
EARLY_BREAKOUT,-9.6,-1920.0,5,12.0,-32.0
CONFIRMED_BREAKOUT,-21.0,-4200.0,5,15.0,-39.0
CONFIRMED_BREAKOUT,-41.0,-8200.0,74,45.0,-42.0
CONFIRMED_BREAKOUT,-24.0,-4800.0,15,10.0,-25.0
EARLY_BREAKOUT,7.5,1500.0,29,25.0,-19.0
CONFIRMED_BREAKOUT,106.0,21200.0,43,110.0,-78.0
CONFIRMED_BREAKOUT,-61.0,-12200.0,6,10.0,-65.0
EARLY_BREAKOUT,17.7,3540.0,5,64.0,-24.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,16,7.0,-28.0
CONFIRMED_BREAKOUT,46.0,9200.0,16,46.0,-27.0
CONFIRMED_BREAKOUT,-29.0,-5800.0,16,23.0,-33.0
CONFIRMED_BREAKOUT,27.0,5400.0,5,27.0,-13.0
CONFIRMED_BREAKOUT,18.0,3600.0,4,29.0,-14.0
EARLY_BREAKOUT,5.3999999999999995,1080.0,3,21.0,-8.0
EARLY_BREAKOUT,-9.0,-1800.0,3,2.0,-31.0
CONFIRMED_BREAKOUT,56.0,11200.0,6,64.0,-21.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,23,19.0,-18.0
CONFIRMED_BREAKOUT,97.0,19400.0,26,99.0,-29.0
CONFIRMED_BREAKOUT,-36.0,-7200.0,8,15.0,-37.0
CONFIRMED_BREAKOUT,55.0,11000.0,86,58.0,-28.0
CONFIRMED_BREAKOUT,38.0,7600.0,10,41.0,-22.0
CONFIRMED_BREAKOUT,-34.0,-6800.0,48,47.0,-39.0
EARLY_BREAKOUT,-4.2,-840.0,31,18.0,-16.0
EARLY_BREAKOUT,-6.3,-1260.0,7,20.0,-21.0
EARLY_BREAKOUT,-5.7,-1140.0,26,11.0,-23.0
CONFIRMED_BREAKOUT,-41.0,-8200.0,2,11.0,-43.0
CONFIRMED_BREAKOUT,69.0,13800.0,7,74.0,-58.0
CONFIRMED_BREAKOUT,-60.0,-12000.0,21,149.0,-91.0
EARLY_BREAKOUT,-6.0,-1200.0,5,6.0,-24.0
CONFIRMED_BREAKOUT,41.0,8200.0,11,44.0,-46.0
EARLY_BREAKOUT,-6.6,-1320.0,14,13.0,-25.0
CONFIRMED_BREAKOUT,45.0,9000.0,15,88.0,-23.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,3,3.0,-16.0
EARLY_BREAKOUT,-2.1,-420.0,5,1.0,-9.0
CONFIRMED_BREAKOUT,34.0,6800.0,4,37.0,-46.0
CONFIRMED_BREAKOUT,77.0,15400.0,18,80.0,-32.0
CONFIRMED_BREAKOUT,38.0,7600.0,23,38.0,-15.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,9,4.0,-17.0
CONFIRMED_BREAKOUT,-74.0,-14800.0,34,43.0,-77.0
CONFIRMED_BREAKOUT,98.0,19600.0,15,110.0,-69.0
CONFIRMED_BREAKOUT,74.0,14800.0,5,85.0,-39.0
EARLY_BREAKOUT,-9.6,-1920.0,9,25.0,-32.0
EARLY_BREAKOUT,15.899999999999999,3179.9999999999995,1,66.0,-12.0
CONFIRMED_BREAKOUT,-51.0,-10200.0,8,7.0,-51.0
CONFIRMED_BREAKOUT,-31.0,-6200.0,18,18.0,-31.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,16,20.0,-24.0
EARLY_BREAKOUT,-3.3,-660.0,4,12.0,-11.0
EARLY_BREAKOUT,-13.5,-2700.0,2,33.0,-74.0
CONFIRMED_BREAKOUT,-28.0,-5600.0,2,6.0,-39.0
CONFIRMED_BREAKOUT,36.0,7200.0,5,36.0,-17.0
CONFIRMED_BREAKOUT,40.0,8000.0,11,43.0,-13.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,13,9.0,-19.0
CONFIRMED_BREAKOUT,101.0,20200.0,9,107.0,-57.0
CONFIRMED_BREAKOUT,-38.0,-7600.0,6,16.0,-59.0
EARLY_BREAKOUT,14.399999999999999,2879.9999999999995,10,48.0,-19.0
EARLY_BREAKOUT,18.3,3660.0,64,63.0,-22.0
CONFIRMED_BREAKOUT,-21.0,-4200.0,9,16.0,-21.0
EARLY_BREAKOUT,7.8,1560.0,2,29.0,-8.0
EARLY_BREAKOUT,13.799999999999999,2760.0,54,46.0,-19.0
CONFIRMED_BREAKOUT,41.0,8200.0,10,51.0,-26.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,3,4.0,-25.0
CONFIRMED_BREAKOUT,-45.0,-9000.0,21,15.0,-50.0
EARLY_BREAKOUT,-6.3,-1260.0,15,10.0,-24.0
CONFIRMED_BREAKOUT,39.0,7800.0,25,51.0,-13.0
CONFIRMED_BREAKOUT,68.0,13600.0,10,69.0,-85.0
CONFIRMED_BREAKOUT,-35.0,-7000.0,13,25.0,-45.0
EARLY_BREAKOUT,7.5,1500.0,11,30.0,-10.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,8,5.0,-17.0
CONFIRMED_BREAKOUT,42.0,8400.0,26,45.0,-12.0
CONFIRMED_BREAKOUT,-30.0,-6000.0,2,3.0,-34.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,12,17.0,-29.0
EARLY_BREAKOUT,-5.7,-1140.0,9,6.0,-19.0
EARLY_BREAKOUT,-3.0,-600.0,2,0.0,-10.0
EARLY_BREAKOUT,3.0,600.0,6,12.0,-8.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,9,12.0,-17.0
CONFIRMED_BREAKOUT,-35.0,-7000.0,10,13.0,-42.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,6,10.0,-28.0
CONFIRMED_BREAKOUT,54.0,10800.0,2,56.0,-10.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,4,20.0,-24.0
EARLY_BREAKOUT,-5.7,-1140.0,4,6.0,-20.0
CONFIRMED_BREAKOUT,52.0,10400.0,17,57.0,-25.0
CONFIRMED_BREAKOUT,-32.0,-6400.0,4,33.0,-35.0
EARLY_BREAKOUT,6.6,1320.0,24,25.0,-13.0
EARLY_BREAKOUT,11.1,2220.0,16,52.0,-11.0
CONFIRMED_BREAKOUT,24.0,4800.0,11,27.0,-16.0
EARLY_BREAKOUT,-4.2,-840.0,15,6.0,-15.0
CONFIRMED_BREAKOUT,-63.0,-12600.0,99,109.0,-65.0
CONFIRMED_BREAKOUT,-32.0,-6400.0,30,41.0,-37.0
CONFIRMED_BREAKOUT,-37.0,-7400.0,6,12.0,-37.0
CONFIRMED_BREAKOUT,40.0,8000.0,5,40.0,-16.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,6,8.0,-29.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,4,8.0,-30.0
CONFIRMED_BREAKOUT,74.0,14800.0,7,74.0,-33.0
CONFIRMED_BREAKOUT,43.0,8600.0,17,52.0,-25.0
CONFIRMED_BREAKOUT,42.0,8400.0,6,43.0,-16.0
CONFIRMED_BREAKOUT,-41.0,-8200.0,1,8.0,-54.0
CONFIRMED_BREAKOUT,-39.0,-7800.0,7,34.0,-40.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,28,26.0,-33.0
CONFIRMED_BREAKOUT,28.0,5600.0,22,28.0,-14.0
CONFIRMED_BREAKOUT,31.0,6200.0,11,32.0,-10.0
CONFIRMED_BREAKOUT,81.0,16200.0,23,92.0,-39.0
CONFIRMED_BREAKOUT,-45.0,-9000.0,12,30.0,-47.0
CONFIRMED_BREAKOUT,-33.0,-6600.0,11,18.0,-38.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,15,28.0,-30.0
CONFIRMED_BREAKOUT,55.0,11000.0,12,65.0,-62.0
CONFIRMED_BREAKOUT,49.0,9800.0,14,51.0,-18.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,13,13.0,-29.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,9,12.0,-23.0
EARLY_BREAKOUT,-5.7,-1140.0,7,5.0,-19.0
EARLY_BREAKOUT,13.799999999999999,2760.0,19,53.0,-14.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,1,7.0,-17.0
CONFIRMED_BREAKOUT,65.0,13000.0,6,88.0,-18.0
CONFIRMED_BREAKOUT,-50.0,-10000.0,11,13.0,-53.0
EARLY_BREAKOUT,14.1,2820.0,43,51.0,-22.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,8,5.0,-24.0
EARLY_BREAKOUT,-4.5,-900.0,21,19.0,-17.0
EARLY_BREAKOUT,-15.299999999999999,-3060.0,8,9.0,-51.0
CONFIRMED_BREAKOUT,-52.0,-10400.0,3,8.0,-75.0
CONFIRMED_BREAKOUT,-42.0,-8400.0,18,77.0,-43.0
EARLY_BREAKOUT,17.7,3540.0,4,64.0,-14.0
CONFIRMED_BREAKOUT,54.0,10800.0,7,63.0,-36.0
CONFIRMED_BREAKOUT,-42.0,-8400.0,2,6.0,-44.0
EARLY_BREAKOUT,-5.3999999999999995,-1080.0,8,11.0,-18.0
EARLY_BREAKOUT,-5.3999999999999995,-1080.0,10,2.0,-19.0
CONFIRMED_BREAKOUT,21.0,4200.0,7,23.0,-19.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,10,14.0,-22.0
EARLY_BREAKOUT,-4.5,-900.0,18,22.0,-21.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,9,34.0,-35.0
CONFIRMED_BREAKOUT,-30.0,-6000.0,1,2.0,-30.0
EARLY_BREAKOUT,-6.3,-1260.0,57,22.0,-22.0
EARLY_BREAKOUT,9.0,1800.0,49,30.0,-13.0
CONFIRMED_BREAKOUT,57.0,11400.0,10,64.0,-48.0
CONFIRMED_BREAKOUT,66.0,13200.0,14,79.0,-37.0
CONFIRMED_BREAKOUT,-45.0,-9000.0,7,14.0,-56.0
CONFIRMED_BREAKOUT,50.0,10000.0,25,61.0,-24.0
EARLY_BREAKOUT,10.2,2039.9999999999998,43,35.0,-21.0
EARLY_BREAKOUT,-4.2,-840.0,3,5.0,-14.0
EARLY_BREAKOUT,-5.7,-1140.0,7,1.0,-20.0
EARLY_BREAKOUT,-8.1,-1620.0,21,13.0,-28.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,8,11.0,-22.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,9,15.0,-17.0
CONFIRMED_BREAKOUT,-21.0,-4200.0,5,4.0,-21.0
CONFIRMED_BREAKOUT,59.0,11800.0,5,59.0,-38.0
CONFIRMED_BREAKOUT,-53.0,-10600.0,3,13.0,-54.0
CONFIRMED_BREAKOUT,-34.0,-6800.0,12,42.0,-35.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,9,17.0,-41.0
EARLY_BREAKOUT,-4.2,-840.0,2,2.0,-16.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,7,7.0,-19.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,4,9.0,-21.0
CONFIRMED_BREAKOUT,-35.0,-7000.0,3,7.0,-39.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,2,3.0,-32.0
CONFIRMED_BREAKOUT,54.0,10800.0,10,55.0,-30.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,3,13.0,-21.0
EARLY_BREAKOUT,9.299999999999999,1859.9999999999998,16,33.0,-23.0
CONFIRMED_BREAKOUT,35.0,7000.0,36,35.0,-11.0
EARLY_BREAKOUT,12.0,2400.0,5,49.0,-19.0
CONFIRMED_BREAKOUT,-37.0,-7400.0,2,7.0,-41.0
EARLY_BREAKOUT,18.599999999999998,3719.9999999999995,5,65.0,-10.0
CONFIRMED_BREAKOUT,44.0,8800.0,22,47.0,-25.0
CONFIRMED_BREAKOUT,52.0,10400.0,14,57.0,-12.0
CONFIRMED_BREAKOUT,-32.0,-6400.0,7,36.0,-40.0
CONFIRMED_BREAKOUT,44.0,8800.0,41,46.0,-14.0
CONFIRMED_BREAKOUT,-21.0,-4200.0,3,1.0,-23.0
CONFIRMED_BREAKOUT,21.0,4200.0,6,22.0,-15.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,8,9.0,-16.0
EARLY_BREAKOUT,-4.8,-960.0,10,12.0,-18.0
EARLY_BREAKOUT,-4.2,-840.0,8,13.0,-14.0
CONFIRMED_BREAKOUT,-31.0,-6200.0,1,0.0,-46.0
CONFIRMED_BREAKOUT,-42.0,-8400.0,10,23.0,-43.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,1,0.0,-25.0
EARLY_BREAKOUT,-7.5,-1500.0,26,4.0,-27.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,1,3.0,-23.0
CONFIRMED_BREAKOUT,48.0,9600.0,15,50.0,-12.0
EARLY_BREAKOUT,-9.9,-1980.0,7,17.0,-38.0
CONFIRMED_BREAKOUT,35.0,7000.0,10,37.0,-18.0
CONFIRMED_BREAKOUT,36.0,7200.0,16,44.0,-8.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,14,2.0,-19.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,6,6.0,-12.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,1,1.0,-13.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,6,0.0,-22.0
CONFIRMED_BREAKOUT,-29.0,-5800.0,32,36.0,-34.0
CONFIRMED_BREAKOUT,45.0,9000.0,9,47.0,-20.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,11,7.0,-10.0
CONFIRMED_BREAKOUT,15.0,3000.0,6,16.0,-10.0
CONFIRMED_BREAKOUT,18.0,3600.0,5,20.0,-10.0
CONFIRMED_BREAKOUT,-65.0,-13000.0,10,23.0,-90.0
CONFIRMED_BREAKOUT,40.0,8000.0,5,59.0,-16.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,28,39.0,-29.0
CONFIRMED_BREAKOUT,51.0,10200.0,52,60.0,-12.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,3,5.0,-22.0
EARLY_BREAKOUT,14.399999999999999,2879.9999999999995,8,57.0,-9.0
CONFIRMED_BREAKOUT,40.0,8000.0,9,43.0,-15.0
CONFIRMED_BREAKOUT,77.0,15400.0,49,80.0,-31.0
CONFIRMED_BREAKOUT,63.0,12600.0,35,63.0,-32.0
CONFIRMED_BREAKOUT,29.0,5800.0,17,29.0,-11.0
CONFIRMED_BREAKOUT,33.0,6600.0,26,35.0,-16.0
EARLY_BREAKOUT,-4.8,-960.0,1,19.0,-17.0
CONFIRMED_BREAKOUT,43.0,8600.0,11,55.0,-36.0
CONFIRMED_BREAKOUT,75.0,15000.0,12,82.0,-28.0
CONFIRMED_BREAKOUT,-37.0,-7400.0,5,8.0,-53.0
CONFIRMED_BREAKOUT,-40.0,-8000.0,4,8.0,-41.0
CONFIRMED_BREAKOUT,54.0,10800.0,2,66.0,-22.0
CONFIRMED_BREAKOUT,-24.0,-4800.0,1,12.0,-35.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,5,9.0,-15.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,7,2.0,-23.0
EARLY_BREAKOUT,8.7,1739.9999999999998,34,32.0,-11.0
EARLY_BREAKOUT,-4.2,-840.0,4,2.0,-14.0
CONFIRMED_BREAKOUT,-39.0,-7800.0,10,47.0,-39.0
EARLY_BREAKOUT,-7.8,-1560.0,6,5.0,-28.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,6,6.0,-14.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,15,10.0,-15.0
EARLY_BREAKOUT,7.5,1500.0,25,25.0,-8.0
EARLY_BREAKOUT,-8.7,-1739.9999999999998,2,1.0,-30.0
EARLY_BREAKOUT,7.8,1560.0,12,29.0,-17.0
CONFIRMED_BREAKOUT,31.0,6200.0,107,32.0,-15.0
CONFIRMED_BREAKOUT,-38.0,-7600.0,197,94.0,-51.0
CONFIRMED_BREAKOUT,-32.0,-6400.0,2,3.0,-33.0
EARLY_BREAKOUT,9.9,1980.0,17,37.0,-15.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,3,1.0,-18.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,7,9.0,-20.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,6,4.0,-20.0
EARLY_BREAKOUT,-4.2,-840.0,7,4.0,-14.0
CONFIRMED_BREAKOUT,21.0,4200.0,10,22.0,-14.0
CONFIRMED_BREAKOUT,26.0,5200.0,2,27.0,-12.0
EARLY_BREAKOUT,-5.3999999999999995,-1080.0,28,21.0,-19.0
EARLY_BREAKOUT,-19.5,-3900.0,5,10.0,-90.0
EARLY_BREAKOUT,-12.299999999999999,-2460.0,7,18.0,-50.0
CONFIRMED_BREAKOUT,-32.0,-6400.0,71,55.0,-33.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,1,0.0,-17.0
EARLY_BREAKOUT,-4.5,-900.0,4,8.0,-15.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,12,12.0,-22.0
CONFIRMED_BREAKOUT,35.0,7000.0,51,60.0,-32.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,1,5.0,-20.0
EARLY_BREAKOUT,10.5,2100.0,9,35.0,-11.0
EARLY_BREAKOUT,-4.8,-960.0,34,14.0,-17.0
CONFIRMED_BREAKOUT,93.0,18600.0,5,94.0,-12.0
CONFIRMED_BREAKOUT,-31.0,-6200.0,4,12.0,-37.0
CONFIRMED_BREAKOUT,73.0,14600.0,4,87.0,-35.0
CONFIRMED_BREAKOUT,-53.0,-10600.0,2,6.0,-59.0
EARLY_BREAKOUT,-7.5,-1500.0,7,16.0,-26.0
EARLY_BREAKOUT,11.4,2280.0,5,46.0,-13.0
CONFIRMED_BREAKOUT,-29.0,-5800.0,5,3.0,-39.0
EARLY_BREAKOUT,-4.2,-840.0,5,4.0,-15.0
CONFIRMED_BREAKOUT,30.0,6000.0,5,50.0,-15.0
CONFIRMED_BREAKOUT,107.0,21400.0,43,111.0,-37.0
EARLY_BREAKOUT,17.4,3479.9999999999995,30,69.0,-24.0
CONFIRMED_BREAKOUT,45.0,9000.0,8,49.0,-12.0
CONFIRMED_BREAKOUT,-31.0,-6200.0,29,35.0,-31.0
EARLY_BREAKOUT,-4.8,-960.0,7,18.0,-19.0
EARLY_BREAKOUT,-12.0,-2400.0,4,10.0,-42.0
EARLY_BREAKOUT,-5.3999999999999995,-1080.0,5,4.0,-20.0
EARLY_BREAKOUT,-3.9,-780.0,7,1.0,-20.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,51,20.0,-20.0
CONFIRMED_BREAKOUT,60.0,12000.0,20,66.0,-29.0
CONFIRMED_BREAKOUT,46.0,9200.0,4,50.0,-17.0
EARLY_BREAKOUT,11.4,2280.0,12,39.0,-10.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,27,18.0,-19.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,10,12.0,-17.0
CONFIRMED_BREAKOUT,56.0,11200.0,16,58.0,-26.0
CONFIRMED_BREAKOUT,-31.0,-6200.0,5,24.0,-39.0
EARLY_BREAKOUT,11.1,2220.0,75,37.0,-9.0
EARLY_BREAKOUT,12.0,2400.0,262,48.0,-24.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,2,4.0,-14.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,10,10.0,-18.0
EARLY_BREAKOUT,-3.3,-660.0,5,0.0,-14.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,23,14.0,-31.0
EARLY_BREAKOUT,-3.9,-780.0,2,1.0,-16.0
CONFIRMED_BREAKOUT,24.0,4800.0,1,25.0,-14.0
EARLY_BREAKOUT,13.2,2640.0,90,47.0,-24.0
EARLY_BREAKOUT,-3.0,-600.0,15,6.0,-16.0
CONFIRMED_BREAKOUT,-9.0,-1800.0,2,5.0,-10.0
EARLY_BREAKOUT,-3.9,-780.0,1,2.0,-16.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,3,46.0,-25.0
CONFIRMED_BREAKOUT,-59.0,-11800.0,11,17.0,-60.0
CONFIRMED_BREAKOUT,32.0,6400.0,12,47.0,-18.0
EARLY_BREAKOUT,7.199999999999999,1439.9999999999998,3,28.0,-7.0
CONFIRMED_BREAKOUT,-39.0,-7800.0,37,44.0,-53.0
CONFIRMED_BREAKOUT,-30.0,-6000.0,43,49.0,-35.0
EARLY_BREAKOUT,6.8999999999999995,1380.0,28,23.0,-7.0
CONFIRMED_BREAKOUT,27.0,5400.0,1,54.0,-17.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,17,7.0,-21.0
CONFIRMED_BREAKOUT,32.0,6400.0,3,33.0,-21.0
CONFIRMED_BREAKOUT,31.0,6200.0,5,39.0,-16.0
EARLY_BREAKOUT,-4.8,-960.0,10,6.0,-17.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,42,24.0,-18.0
CONFIRMED_BREAKOUT,25.0,5000.0,7,29.0,-20.0
CONFIRMED_BREAKOUT,-8.0,-1600.0,4,3.0,-15.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,3,4.0,-21.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,19,27.0,-17.0
EARLY_BREAKOUT,11.1,2220.0,24,43.0,-18.0
EARLY_BREAKOUT,6.3,1260.0,12,23.0,-10.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,2,7.0,-14.0
EARLY_BREAKOUT,-5.3999999999999995,-1080.0,23,21.0,-30.0
EARLY_BREAKOUT,8.4,1680.0,11,29.0,-11.0
EARLY_BREAKOUT,8.4,1680.0,6,28.0,-9.0
CONFIRMED_BREAKOUT,41.0,8200.0,13,47.0,-37.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,7,4.0,-16.0
EARLY_BREAKOUT,-2.4,-480.0,30,12.0,-12.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,10,1.0,-12.0
EARLY_BREAKOUT,-3.9,-780.0,4,3.0,-13.0
CONFIRMED_BREAKOUT,32.0,6400.0,7,35.0,-41.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,3,2.0,-16.0
EARLY_BREAKOUT,6.0,1200.0,6,21.0,-13.0
CONFIRMED_BREAKOUT,49.0,9800.0,36,75.0,-15.0
CONFIRMED_BREAKOUT,44.0,8800.0,7,53.0,-15.0
EARLY_BREAKOUT,8.4,1680.0,5,30.0,-10.0
EARLY_BREAKOUT,-7.8,-1560.0,41,40.0,-30.0
CONFIRMED_BREAKOUT,-8.0,-1600.0,5,8.0,-13.0
CONFIRMED_BREAKOUT,-35.0,-7000.0,2,6.0,-88.0
EARLY_BREAKOUT,-8.1,-1620.0,13,41.0,-34.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,2,5.0,-19.0
EARLY_BREAKOUT,-4.2,-840.0,3,5.0,-16.0
CONFIRMED_BREAKOUT,-6.0,-1200.0,4,0.0,-13.0
CONFIRMED_BREAKOUT,17.0,3400.0,20,18.0,-10.0
EARLY_BREAKOUT,7.199999999999999,1439.9999999999998,6,27.0,-9.0
CONFIRMED_BREAKOUT,27.0,5400.0,44,37.0,-17.0
CONFIRMED_BREAKOUT,35.0,7000.0,7,45.0,-18.0
CONFIRMED_BREAKOUT,60.0,12000.0,11,66.0,-24.0
CONFIRMED_BREAKOUT,-47.0,-9400.0,8,14.0,-48.0
EARLY_BREAKOUT,-6.8999999999999995,-1380.0,18,13.0,-25.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,8,8.0,-17.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,5,3.0,-26.0
EARLY_BREAKOUT,3.9,780.0,16,17.0,-7.0
CONFIRMED_BREAKOUT,11.0,2200.0,19,13.0,-11.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,4,0.0,-12.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,1,8.0,-32.0
CONFIRMED_BREAKOUT,31.0,6200.0,30,34.0,-13.0
EARLY_BREAKOUT,-1.5,-300.0,5,3.0,-8.0
EARLY_BREAKOUT,10.2,2039.9999999999998,7,40.0,-12.0
CONFIRMED_BREAKOUT,45.0,9000.0,16,51.0,-29.0
EARLY_BREAKOUT,-7.5,-1500.0,19,13.0,-25.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,3,2.0,-9.0
EARLY_BREAKOUT,-3.3,-660.0,3,1.0,-14.0
CONFIRMED_BREAKOUT,-30.0,-6000.0,14,7.0,-30.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,44,24.0,-17.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,7,30.0,-19.0
CONFIRMED_BREAKOUT,-45.0,-9000.0,4,15.0,-47.0
CONFIRMED_BREAKOUT,46.0,9200.0,5,49.0,-49.0
CONFIRMED_BREAKOUT,-34.0,-6800.0,16,15.0,-35.0
EARLY_BREAKOUT,-6.6,-1320.0,6,16.0,-28.0
EARLY_BREAKOUT,-4.8,-960.0,54,28.0,-16.0
EARLY_BREAKOUT,-3.9,-780.0,1,1.0,-13.0
EARLY_BREAKOUT,3.5999999999999996,719.9999999999999,11,14.0,-9.0
EARLY_BREAKOUT,-2.4,-480.0,4,8.0,-11.0
CONFIRMED_BREAKOUT,-9.0,-1800.0,11,7.0,-9.0
EARLY_BREAKOUT,5.3999999999999995,1080.0,19,18.0,-11.0
