entry_type,pnl_pts,pnl_cash,bars_held,mfe,mae
EARLY_BREAKOUT,7.199999999999999,1439.9999999999998,1,28.0,-14.0
EARLY_BREAKOUT,14.1,2820.0,13,47.0,-21.0
EARLY_BREAKOUT,9.9,1980.0,27,35.0,-10.0
CONFIRMED_BREAKOUT,27.0,5400.0,6,31.0,-18.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,10,2.0,-19.0
EARLY_BREAKOUT,-3.0,-600.0,3,3.0,-10.0
CONFIRMED_BREAKOUT,-29.0,-5800.0,1,17.0,-35.0
CONFIRMED_BREAKOUT,53.0,10600.0,66,61.0,-26.0
EARLY_BREAKOUT,8.4,1680.0,5,44.0,-10.0
CONFIRMED_BREAKOUT,27.0,5400.0,18,28.0,-18.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,9,2.0,-16.0
CONFIRMED_BREAKOUT,12.0,2400.0,10,16.0,-9.0
CONFIRMED_BREAKOUT,12.0,2400.0,10,13.0,-10.0
EARLY_BREAKOUT,-2.4,-480.0,7,5.0,-8.0
EARLY_BREAKOUT,-3.3,-660.0,7,4.0,-12.0
CONFIRMED_BREAKOUT,25.0,5000.0,4,27.0,-33.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,8,9.0,-27.0
CONFIRMED_BREAKOUT,32.0,6400.0,26,32.0,-12.0
EARLY_BREAKOUT,9.0,1800.0,7,30.0,-8.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,10,4.0,-18.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,42,2.0,-14.0
CONFIRMED_BREAKOUT,26.0,5200.0,5,26.0,-22.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,6,5.0,-32.0
EARLY_BREAKOUT,9.0,1800.0,23,32.0,-11.0
EARLY_BREAKOUT,6.0,1200.0,7,24.0,-9.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,3,0.0,-17.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,4,1.0,-10.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,2,10.0,-37.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,8,3.0,-29.0
EARLY_BREAKOUT,-5.7,-1140.0,11,5.0,-20.0
EARLY_BREAKOUT,9.0,1800.0,12,32.0,-8.0
CONFIRMED_BREAKOUT,-7.0,-1400.0,14,7.0,-13.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,2,5.0,-6.0
CONFIRMED_BREAKOUT,-21.0,-4200.0,3,8.0,-31.0
EARLY_BREAKOUT,22.2,4440.0,5,74.0,-17.0
CONFIRMED_BREAKOUT,66.0,13200.0,8,72.0,-16.0
CONFIRMED_BREAKOUT,-56.0,-11200.0,3,10.0,-62.0
CONFIRMED_BREAKOUT,53.0,10600.0,13,55.0,-17.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,58,35.0,-29.0
CONFIRMED_BREAKOUT,25.0,5000.0,47,29.0,-11.0
EARLY_BREAKOUT,-2.4,-480.0,2,0.0,-11.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,5,7.0,-25.0
EARLY_BREAKOUT,-3.3,-660.0,12,6.0,-11.0
EARLY_BREAKOUT,-3.0,-600.0,4,0.0,-13.0
EARLY_BREAKOUT,-2.4,-480.0,9,7.0,-9.0
EARLY_BREAKOUT,7.5,1500.0,14,33.0,-11.0
EARLY_BREAKOUT,-4.2,-840.0,29,24.0,-18.0
CONFIRMED_BREAKOUT,16.0,3200.0,23,21.0,-10.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,4,23.0,-23.0
CONFIRMED_BREAKOUT,65.0,13000.0,17,72.0,-23.0
CONFIRMED_BREAKOUT,-54.0,-10800.0,7,24.0,-58.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,14,2.0,-30.0
EARLY_BREAKOUT,-8.7,-1739.9999999999998,3,9.0,-29.0
EARLY_BREAKOUT,-3.9,-780.0,20,10.0,-16.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,4,1.0,-11.0
EARLY_BREAKOUT,-5.7,-1140.0,1,2.0,-21.0
CONFIRMED_BREAKOUT,14.0,2800.0,14,18.0,-9.0
EARLY_BREAKOUT,-12.9,-2580.0,2,1.0,-50.0
CONFIRMED_BREAKOUT,61.0,12200.0,2,63.0,-14.0
CONFIRMED_BREAKOUT,74.0,14800.0,25,76.0,-34.0
EARLY_BREAKOUT,9.0,1800.0,29,31.0,-12.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,25,18.0,-21.0
EARLY_BREAKOUT,11.7,2340.0,45,43.0,-20.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,9,4.0,-10.0
CONFIRMED_BREAKOUT,16.0,3200.0,45,17.0,-15.0
EARLY_BREAKOUT,6.0,1200.0,9,24.0,-14.0
EARLY_BREAKOUT,-3.3,-660.0,2,5.0,-11.0
EARLY_BREAKOUT,6.0,1200.0,26,20.0,-7.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,10,4.0,-25.0
EARLY_BREAKOUT,6.0,1200.0,14,22.0,-11.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,18,9.0,-9.0
CONFIRMED_BREAKOUT,60.0,12000.0,29,67.0,-57.0
CONFIRMED_BREAKOUT,36.0,7200.0,8,37.0,-25.0
EARLY_BREAKOUT,-3.9,-780.0,35,13.0,-14.0
CONFIRMED_BREAKOUT,-7.0,-1400.0,2,1.0,-12.0
EARLY_BREAKOUT,-4.5,-900.0,6,1.0,-15.0
CONFIRMED_BREAKOUT,45.0,9000.0,2,45.0,-55.0
CONFIRMED_BREAKOUT,43.0,8600.0,84,44.0,-17.0
CONFIRMED_BREAKOUT,-47.0,-9400.0,38,67.0,-47.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,10,25.0,-35.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,3,4.0,-13.0
EARLY_BREAKOUT,7.199999999999999,1439.9999999999998,14,28.0,-17.0
CONFIRMED_BREAKOUT,26.0,5200.0,4,30.0,-18.0
CONFIRMED_BREAKOUT,55.0,11000.0,43,66.0,-24.0
EARLY_BREAKOUT,21.0,4200.0,14,82.0,-20.0
EARLY_BREAKOUT,-8.1,-1620.0,6,26.0,-30.0
EARLY_BREAKOUT,-6.3,-1260.0,28,4.0,-25.0
EARLY_BREAKOUT,7.5,1500.0,17,27.0,-13.0
EARLY_BREAKOUT,6.0,1200.0,4,26.0,-11.0
CONFIRMED_BREAKOUT,22.0,4400.0,1,41.0,-24.0
CONFIRMED_BREAKOUT,38.0,7600.0,24,41.0,-17.0
CONFIRMED_BREAKOUT,31.0,6200.0,24,32.0,-16.0
EARLY_BREAKOUT,-3.9,-780.0,38,12.0,-14.0
EARLY_BREAKOUT,3.9,780.0,5,21.0,-8.0
EARLY_BREAKOUT,7.8,1560.0,26,28.0,-14.0
EARLY_BREAKOUT,11.4,2280.0,11,38.0,-12.0
CONFIRMED_BREAKOUT,-24.0,-4800.0,5,4.0,-27.0
EARLY_BREAKOUT,-3.0,-600.0,15,9.0,-16.0
CONFIRMED_BREAKOUT,32.0,6400.0,4,42.0,-28.0
CONFIRMED_BREAKOUT,-28.0,-5600.0,6,13.0,-44.0
CONFIRMED_BREAKOUT,87.0,17400.0,6,94.0,-75.0
CONFIRMED_BREAKOUT,-63.0,-12600.0,61,85.0,-64.0
EARLY_BREAKOUT,-5.3999999999999995,-1080.0,22,22.0,-23.0
CONFIRMED_BREAKOUT,39.0,7800.0,15,39.0,-38.0
EARLY_BREAKOUT,-6.0,-1200.0,6,3.0,-20.0
EARLY_BREAKOUT,9.0,1800.0,9,35.0,-6.0
EARLY_BREAKOUT,6.0,1200.0,12,27.0,-8.0
EARLY_BREAKOUT,-4.8,-960.0,5,1.0,-19.0
EARLY_BREAKOUT,-4.5,-900.0,4,1.0,-19.0
EARLY_BREAKOUT,-7.8,-1560.0,12,6.0,-30.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,3,6.0,-26.0
EARLY_BREAKOUT,28.2,5640.0,95,97.0,-75.0
CONFIRMED_BREAKOUT,35.0,7000.0,8,35.0,-3.0
EARLY_BREAKOUT,-3.9,-780.0,4,1.0,-20.0
EARLY_BREAKOUT,-5.3999999999999995,-1080.0,3,0.0,-19.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,2,7.0,-23.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,11,47.0,-21.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,4,63.0,-41.0
CONFIRMED_BREAKOUT,-46.0,-9200.0,11,28.0,-58.0
EARLY_BREAKOUT,15.899999999999999,3179.9999999999995,3,56.0,-12.0
CONFIRMED_BREAKOUT,-32.0,-6400.0,2,1.0,-34.0
CONFIRMED_BREAKOUT,34.0,6800.0,34,38.0,-24.0
CONFIRMED_BREAKOUT,-38.0,-7600.0,3,8.0,-46.0
CONFIRMED_BREAKOUT,-48.0,-9600.0,8,15.0,-64.0
CONFIRMED_BREAKOUT,33.0,6600.0,10,42.0,-26.0
CONFIRMED_BREAKOUT,-29.0,-5800.0,14,22.0,-35.0
CONFIRMED_BREAKOUT,-38.0,-7600.0,26,25.0,-45.0
CONFIRMED_BREAKOUT,45.0,9000.0,16,48.0,-28.0
EARLY_BREAKOUT,15.899999999999999,3179.9999999999995,12,62.0,-22.0
EARLY_BREAKOUT,-10.799999999999999,-2160.0,1,7.0,-41.0
EARLY_BREAKOUT,-10.5,-2100.0,12,28.0,-38.0
CONFIRMED_BREAKOUT,-28.0,-5600.0,11,11.0,-30.0
CONFIRMED_BREAKOUT,-46.0,-9200.0,5,6.0,-62.0
CONFIRMED_BREAKOUT,-28.0,-5600.0,3,13.0,-32.0
CONFIRMED_BREAKOUT,44.0,8800.0,3,46.0,-22.0
CONFIRMED_BREAKOUT,-35.0,-7000.0,3,24.0,-41.0
CONFIRMED_BREAKOUT,-37.0,-7400.0,1,37.0,-48.0
CONFIRMED_BREAKOUT,98.0,19600.0,5,98.0,-39.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,6,6.0,-26.0
EARLY_BREAKOUT,-5.7,-1140.0,7,15.0,-24.0
CONFIRMED_BREAKOUT,-28.0,-5600.0,5,6.0,-51.0
CONFIRMED_BREAKOUT,34.0,6800.0,5,35.0,-16.0
EARLY_BREAKOUT,-6.0,-1200.0,9,20.0,-22.0
CONFIRMED_BREAKOUT,35.0,7000.0,11,35.0,-28.0
EARLY_BREAKOUT,12.299999999999999,2460.0,16,45.0,-14.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,16,15.0,-23.0
CONFIRMED_BREAKOUT,-30.0,-6000.0,12,29.0,-36.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,10,27.0,-24.0
EARLY_BREAKOUT,-9.0,-1800.0,4,2.0,-33.0
EARLY_BREAKOUT,-3.3,-660.0,16,19.0,-14.0
CONFIRMED_BREAKOUT,-36.0,-7200.0,1,11.0,-45.0
CONFIRMED_BREAKOUT,-75.0,-15000.0,4,7.0,-88.0
CONFIRMED_BREAKOUT,-51.0,-10200.0,23,67.0,-58.0
CONFIRMED_BREAKOUT,-46.0,-9200.0,2,6.0,-55.0
CONFIRMED_BREAKOUT,-28.0,-5600.0,13,21.0,-35.0
EARLY_BREAKOUT,6.0,1200.0,1,28.0,-11.0
EARLY_BREAKOUT,-4.8,-960.0,1,5.0,-18.0
CONFIRMED_BREAKOUT,-24.0,-4800.0,11,11.0,-27.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,3,4.0,-18.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,28,17.0,-14.0
CONFIRMED_BREAKOUT,37.0,7400.0,26,39.0,-25.0
EARLY_BREAKOUT,-9.299999999999999,-1859.9999999999998,12,16.0,-36.0
CONFIRMED_BREAKOUT,20.0,4000.0,13,23.0,-10.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,2,4.0,-20.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,8,2.0,-17.0
CONFIRMED_BREAKOUT,72.0,14400.0,19,77.0,-55.0
EARLY_BREAKOUT,-5.3999999999999995,-1080.0,6,24.0,-22.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,34,11.0,-20.0
EARLY_BREAKOUT,-6.0,-1200.0,16,14.0,-21.0
EARLY_BREAKOUT,6.6,1320.0,6,27.0,-10.0
EARLY_BREAKOUT,-4.5,-900.0,18,14.0,-20.0
CONFIRMED_BREAKOUT,36.0,7200.0,3,37.0,-18.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,4,6.0,-25.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,2,3.0,-17.0
CONFIRMED_BREAKOUT,-73.0,-14600.0,19,46.0,-82.0
CONFIRMED_BREAKOUT,-46.0,-9200.0,54,40.0,-54.0
EARLY_BREAKOUT,-3.3,-660.0,16,22.0,-14.0
CONFIRMED_BREAKOUT,31.0,6200.0,6,37.0,-17.0
EARLY_BREAKOUT,15.299999999999999,3060.0,27,55.0,-20.0
EARLY_BREAKOUT,-7.199999999999999,-1439.9999999999998,55,14.0,-31.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,12,3.0,-12.0
CONFIRMED_BREAKOUT,38.0,7600.0,7,45.0,-13.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,15,5.0,-21.0
CONFIRMED_BREAKOUT,-24.0,-4800.0,2,1.0,-25.0
EARLY_BREAKOUT,-11.1,-2220.0,3,17.0,-37.0
EARLY_BREAKOUT,-4.5,-900.0,1,1.0,-15.0
EARLY_BREAKOUT,9.9,1980.0,22,39.0,-10.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,6,3.0,-24.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,3,2.0,-18.0
CONFIRMED_BREAKOUT,-56.0,-11200.0,23,80.0,-59.0
CONFIRMED_BREAKOUT,-32.0,-6400.0,18,10.0,-33.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,2,5.0,-18.0
CONFIRMED_BREAKOUT,28.0,5600.0,13,32.0,-18.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,5,1.0,-14.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,14,5.0,-13.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,2,2.0,-12.0
CONFIRMED_BREAKOUT,50.0,10000.0,12,51.0,-28.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,4,10.0,-33.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,7,8.0,-15.0
EARLY_BREAKOUT,-2.4,-480.0,10,24.0,-11.0
EARLY_BREAKOUT,-19.8,-3960.0,19,33.0,-77.0
EARLY_BREAKOUT,21.9,4380.0,8,78.0,-25.0
EARLY_BREAKOUT,13.5,2700.0,4,53.0,-10.0
CONFIRMED_BREAKOUT,-31.0,-6200.0,6,18.0,-44.0
CONFIRMED_BREAKOUT,71.0,14200.0,17,77.0,-60.0
CONFIRMED_BREAKOUT,-57.0,-11400.0,7,15.0,-57.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,11,34.0,-26.0
EARLY_BREAKOUT,8.7,1739.9999999999998,13,31.0,-8.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,5,5.0,-26.0
CONFIRMED_BREAKOUT,-28.0,-5600.0,6,6.0,-30.0
CONFIRMED_BREAKOUT,-34.0,-6800.0,14,5.0,-38.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,34,33.0,-26.0
EARLY_BREAKOUT,8.7,1739.9999999999998,3,29.0,-16.0
EARLY_BREAKOUT,10.5,2100.0,11,45.0,-10.0
CONFIRMED_BREAKOUT,88.0,17600.0,27,99.0,-58.0
CONFIRMED_BREAKOUT,98.0,19600.0,15,99.0,-57.0
CONFIRMED_BREAKOUT,83.0,16600.0,11,85.0,-17.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,40,45.0,-31.0
CONFIRMED_BREAKOUT,101.0,20200.0,1,209.0,-16.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,22,18.0,-26.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,1,4.0,-12.0
EARLY_BREAKOUT,5.1,1019.9999999999999,15,21.0,-11.0
CONFIRMED_BREAKOUT,23.0,4600.0,12,23.0,-18.0
CONFIRMED_BREAKOUT,34.0,6800.0,15,36.0,-29.0
EARLY_BREAKOUT,-3.3,-660.0,6,7.0,-14.0
CONFIRMED_BREAKOUT,26.0,5200.0,6,27.0,-23.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,5,22.0,-21.0
CONFIRMED_BREAKOUT,-32.0,-6400.0,37,38.0,-34.0
CONFIRMED_BREAKOUT,21.0,4200.0,27,30.0,-11.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,15,31.0,-46.0
CONFIRMED_BREAKOUT,-38.0,-7600.0,15,28.0,-47.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,7,11.0,-30.0
EARLY_BREAKOUT,-4.8,-960.0,5,4.0,-16.0
CONFIRMED_BREAKOUT,-92.0,-18400.0,3,6.0,-98.0
EARLY_BREAKOUT,8.7,1739.9999999999998,12,29.0,-11.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,22,11.0,-16.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,4,11.0,-22.0
EARLY_BREAKOUT,-12.9,-2580.0,28,52.0,-43.0
CONFIRMED_BREAKOUT,-31.0,-6200.0,20,42.0,-35.0
CONFIRMED_BREAKOUT,-29.0,-5800.0,3,5.0,-31.0
CONFIRMED_BREAKOUT,-194.0,-38800.0,5,17.0,-198.0
CONFIRMED_BREAKOUT,-54.0,-10800.0,18,61.0,-73.0
CONFIRMED_BREAKOUT,-38.0,-7600.0,5,25.0,-49.0
CONFIRMED_BREAKOUT,-36.0,-7200.0,8,9.0,-37.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,6,6.0,-29.0
CONFIRMED_BREAKOUT,-59.0,-11800.0,17,74.0,-60.0
CONFIRMED_BREAKOUT,-32.0,-6400.0,3,14.0,-39.0
CONFIRMED_BREAKOUT,103.0,20600.0,11,106.0,-21.0
CONFIRMED_BREAKOUT,-51.0,-10200.0,26,64.0,-55.0
CONFIRMED_BREAKOUT,-37.0,-7400.0,8,12.0,-43.0
CONFIRMED_BREAKOUT,43.0,8600.0,9,43.0,-21.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,2,4.0,-28.0
CONFIRMED_BREAKOUT,-32.0,-6400.0,9,20.0,-32.0
CONFIRMED_BREAKOUT,-33.0,-6600.0,42,16.0,-33.0
CONFIRMED_BREAKOUT,-92.0,-18400.0,12,45.0,-96.0
CONFIRMED_BREAKOUT,-95.0,-19000.0,22,99.0,-95.0
CONFIRMED_BREAKOUT,-95.0,-19000.0,37,51.0,-98.0
CONFIRMED_BREAKOUT,-48.0,-9600.0,17,28.0,-70.0
CONFIRMED_BREAKOUT,110.0,22000.0,3,123.0,-44.0
CONFIRMED_BREAKOUT,196.0,39200.0,4,245.0,-88.0
CONFIRMED_BREAKOUT,-191.0,-38200.0,4,12.0,-193.0
CONFIRMED_BREAKOUT,-91.0,-18200.0,9,136.0,-174.0
CONFIRMED_BREAKOUT,182.0,36400.0,16,205.0,-48.0
CONFIRMED_BREAKOUT,188.0,37600.0,62,188.0,-72.0
CONFIRMED_BREAKOUT,99.0,19800.0,3,100.0,-56.0
CONFIRMED_BREAKOUT,72.0,14400.0,10,74.0,-20.0
CONFIRMED_BREAKOUT,41.0,8200.0,7,44.0,-8.0
CONFIRMED_BREAKOUT,114.0,22800.0,3,138.0,-108.0
CONFIRMED_BREAKOUT,165.0,33000.0,17,167.0,-79.0
CONFIRMED_BREAKOUT,116.0,23200.0,12,131.0,-51.0
CONFIRMED_BREAKOUT,160.0,32000.0,13,209.0,-38.0
EARLY_BREAKOUT,-36.3,-7259.999999999999,7,19.0,-121.0
CONFIRMED_BREAKOUT,-99.0,-19800.0,4,21.0,-109.0
CONFIRMED_BREAKOUT,-53.0,-10600.0,7,21.0,-58.0
CONFIRMED_BREAKOUT,-48.0,-9600.0,14,45.0,-55.0
CONFIRMED_BREAKOUT,67.0,13400.0,34,67.0,-37.0
CONFIRMED_BREAKOUT,-32.0,-6400.0,15,24.0,-39.0
CONFIRMED_BREAKOUT,-43.0,-8600.0,5,12.0,-58.0
CONFIRMED_BREAKOUT,-34.0,-6800.0,11,20.0,-39.0
CONFIRMED_BREAKOUT,-53.0,-10600.0,3,27.0,-64.0
CONFIRMED_BREAKOUT,-102.0,-20400.0,7,22.0,-111.0
CONFIRMED_BREAKOUT,-61.0,-12200.0,29,73.0,-63.0
CONFIRMED_BREAKOUT,93.0,18600.0,53,110.0,-39.0
CONFIRMED_BREAKOUT,81.0,16200.0,87,83.0,-40.0
CONFIRMED_BREAKOUT,40.0,8000.0,12,44.0,-16.0
CONFIRMED_BREAKOUT,204.0,40800.0,17,280.0,-106.0
CONFIRMED_BREAKOUT,182.0,36400.0,19,182.0,-57.0
CONFIRMED_BREAKOUT,-102.0,-20400.0,4,13.0,-106.0
CONFIRMED_BREAKOUT,-71.0,-14200.0,30,93.0,-100.0
CONFIRMED_BREAKOUT,-59.0,-11800.0,4,36.0,-66.0
CONFIRMED_BREAKOUT,-54.0,-10800.0,13,4.0,-58.0
CONFIRMED_BREAKOUT,-32.0,-6400.0,2,7.0,-37.0
CONFIRMED_BREAKOUT,87.0,17400.0,19,87.0,-30.0
CONFIRMED_BREAKOUT,52.0,10400.0,12,59.0,-24.0
CONFIRMED_BREAKOUT,56.0,11200.0,12,66.0,-19.0
EARLY_BREAKOUT,21.9,4380.0,2,138.0,-17.0
CONFIRMED_BREAKOUT,-30.0,-6000.0,3,4.0,-33.0
EARLY_BREAKOUT,20.4,4079.9999999999995,15,73.0,-21.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,22,29.0,-30.0
EARLY_BREAKOUT,-9.6,-1920.0,7,31.0,-35.0
CONFIRMED_BREAKOUT,-56.0,-11200.0,37,50.0,-57.0
CONFIRMED_BREAKOUT,80.0,16000.0,18,85.0,-47.0
CONFIRMED_BREAKOUT,-88.0,-17600.0,42,143.0,-111.0
CONFIRMED_BREAKOUT,139.0,27800.0,20,142.0,-53.0
CONFIRMED_BREAKOUT,-81.0,-16200.0,7,11.0,-85.0
CONFIRMED_BREAKOUT,-46.0,-9200.0,20,55.0,-60.0
CONFIRMED_BREAKOUT,-46.0,-9200.0,22,17.0,-49.0
CONFIRMED_BREAKOUT,74.0,14800.0,15,74.0,-30.0
CONFIRMED_BREAKOUT,-24.0,-4800.0,2,4.0,-25.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,2,10.0,-17.0
CONFIRMED_BREAKOUT,105.0,21000.0,6,125.0,-146.0
CONFIRMED_BREAKOUT,-105.0,-21000.0,70,124.0,-105.0
CONFIRMED_BREAKOUT,109.0,21800.0,69,118.0,-64.0
CONFIRMED_BREAKOUT,-27.0,-5400.0,11,6.0,-27.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,9,4.0,-26.0
CONFIRMED_BREAKOUT,-32.0,-6400.0,4,1.0,-42.0
EARLY_BREAKOUT,-64.2,-12840.0,16,10.0,-402.0
CONFIRMED_BREAKOUT,139.0,27800.0,89,152.0,-90.0
CONFIRMED_BREAKOUT,-42.0,-8400.0,10,52.0,-73.0
CONFIRMED_BREAKOUT,107.0,21400.0,76,111.0,-79.0
CONFIRMED_BREAKOUT,54.0,10800.0,9,54.0,-18.0
CONFIRMED_BREAKOUT,-24.0,-4800.0,11,35.0,-24.0
CONFIRMED_BREAKOUT,-48.0,-9600.0,4,7.0,-50.0
CONFIRMED_BREAKOUT,59.0,11800.0,12,63.0,-19.0
CONFIRMED_BREAKOUT,54.0,10800.0,14,54.0,-28.0
CONFIRMED_BREAKOUT,-37.0,-7400.0,1,2.0,-39.0
EARLY_BREAKOUT,-6.3,-1260.0,86,28.0,-30.0
CONFIRMED_BREAKOUT,-63.0,-12600.0,13,69.0,-85.0
EARLY_BREAKOUT,-25.2,-5040.0,222,140.0,-88.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,9,6.0,-20.0
CONFIRMED_BREAKOUT,29.0,5800.0,26,34.0,-23.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,38,40.0,-45.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,21,20.0,-31.0
EARLY_BREAKOUT,-11.7,-2340.0,9,45.0,-40.0
EARLY_BREAKOUT,27.9,5580.0,15,96.0,-20.0
CONFIRMED_BREAKOUT,61.0,12200.0,30,63.0,-30.0
CONFIRMED_BREAKOUT,-31.0,-6200.0,26,36.0,-38.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,4,4.0,-28.0
EARLY_BREAKOUT,15.6,3120.0,3,68.0,-11.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,3,13.0,-42.0
CONFIRMED_BREAKOUT,44.0,8800.0,18,51.0,-16.0
CONFIRMED_BREAKOUT,44.0,8800.0,22,46.0,-20.0
EARLY_BREAKOUT,6.0,1200.0,9,21.0,-7.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,17,31.0,-41.0
EARLY_BREAKOUT,18.3,3660.0,49,61.0,-27.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,16,8.0,-17.0
CONFIRMED_BREAKOUT,28.0,5600.0,13,28.0,-11.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,8,3.0,-20.0
EARLY_BREAKOUT,9.6,1920.0,9,34.0,-10.0
EARLY_BREAKOUT,-5.7,-1140.0,5,11.0,-21.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,1,19.0,-16.0
CONFIRMED_BREAKOUT,-58.0,-11600.0,25,58.0,-78.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,7,10.0,-26.0
CONFIRMED_BREAKOUT,-35.0,-7000.0,1,2.0,-35.0
EARLY_BREAKOUT,-7.8,-1560.0,24,11.0,-26.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,2,5.0,-30.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,14,28.0,-25.0
EARLY_BREAKOUT,-3.3,-660.0,3,2.0,-16.0
CONFIRMED_BREAKOUT,-71.0,-14200.0,4,56.0,-84.0
CONFIRMED_BREAKOUT,62.0,12400.0,14,71.0,-37.0
CONFIRMED_BREAKOUT,61.0,12200.0,10,62.0,-24.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,11,18.0,-25.0
CONFIRMED_BREAKOUT,-37.0,-7400.0,4,7.0,-38.0
EARLY_BREAKOUT,7.199999999999999,1439.9999999999998,5,25.0,-6.0
EARLY_BREAKOUT,-6.3,-1260.0,3,4.0,-21.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,12,18.0,-22.0
CONFIRMED_BREAKOUT,45.0,9000.0,6,50.0,-55.0
CONFIRMED_BREAKOUT,-36.0,-7200.0,4,4.0,-46.0
EARLY_BREAKOUT,-10.2,-2039.9999999999998,113,44.0,-38.0
EARLY_BREAKOUT,-9.6,-1920.0,22,13.0,-40.0
EARLY_BREAKOUT,-4.5,-900.0,7,5.0,-17.0
CONFIRMED_BREAKOUT,-9.0,-1800.0,3,5.0,-20.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,14,39.0,-26.0
CONFIRMED_BREAKOUT,98.0,19600.0,4,106.0,-118.0
CONFIRMED_BREAKOUT,90.0,18000.0,51,97.0,-26.0
EARLY_BREAKOUT,18.0,3600.0,54,62.0,-36.0
CONFIRMED_BREAKOUT,38.0,7600.0,27,39.0,-19.0
EARLY_BREAKOUT,-6.3,-1260.0,2,0.0,-22.0
EARLY_BREAKOUT,7.5,1500.0,6,29.0,-14.0
CONFIRMED_BREAKOUT,-35.0,-7000.0,5,9.0,-51.0
